Bits Modulo,Tiempo con TXR,Tiempo sin TXR
512,0.12321615219116211,0.29004955291748047
1024,0.6291553974151611,1.9852490425109863
2048,4.076637268066406,14.014976024627686
4096,28.417673587799072,97.55249547958374
